2025-09-15 15:14:32,718; INFO; Alert file path: alerts/sentinel.json
2025-09-15 15:45:19,600; INFO; Alert file path: alerts/sentinel.json
2025-09-15 15:45:19,601; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 15:45:19,601; INFO; Indicator enriched: 1.2.3.4
2025-09-15 15:46:25,621; INFO; Alert file path: alerts/sentinel.json
2025-09-15 15:46:25,629; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 15:46:37,446; INFO; Alert file path: alerts/sentinel.json
2025-09-15 15:46:37,453; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 15:48:47,500; INFO; Alert file path: alerts/sentinel.json
2025-09-15 15:48:47,503; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 15:50:02,058; INFO; Alert file path: alerts/sentinel.json
2025-09-15 15:50:02,059; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 15:50:42,453; INFO; Alert file path: alerts/sentinel.json
2025-09-15 15:50:42,453; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 15:50:51,697; INFO; Alert file path: alerts/sentinel.json
2025-09-15 15:50:51,697; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 15:52:58,465; INFO; Alert file path: alerts/sentinel.json
2025-09-15 15:52:58,465; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 15:52:58,465; INFO; Indicator enriched: {'type': 'ipv4', 'value': ['1.2.3.4'], 'score': 80, 'risk': 'suspicious', 'source': 'anomali'}
2025-09-15 15:52:58,465; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net'], 'score': 92, 'risk': 'malicious', 'source': 'defender_ti'}
2025-09-15 15:52:58,465; WARNING; Unknown indicator type: urls
2025-09-15 15:52:58,465; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0'], 'score': 95, 'risk': 'malicious', 'source': 'reversinglabs'}
2025-09-15 16:06:00,203; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:06:00,203; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:06:00,203; INFO; Indicator enriched: {'type': 'ipv4', 'value': ['1.2.3.4']}
2025-09-15 16:06:00,203; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:06:00,203; WARNING; Unknown indicator type: urls
2025-09-15 16:06:00,203; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:06:17,260; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:06:17,260; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:08:05,920; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:08:05,920; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:09:18,117; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:09:18,120; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:09:52,700; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:09:52,700; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:09:52,700; INFO; Indicator enriched: {'type': 'ipv4', 'value': {'1.2.3.4': {'score': 80, 'risk': 'suspicious', 'source': 'anomali'}}}
2025-09-15 16:09:52,700; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:09:52,700; WARNING; Unknown indicator type: urls
2025-09-15 16:09:52,700; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:10:31,686; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:10:31,688; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:10:53,352; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:10:53,352; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:10:53,352; INFO; Indicator enriched: {'type': 'ipv4', 'value': {'1.2.3.4': {'score': 80, 'risk': 'suspicious', 'source': 'anomali'}}}
2025-09-15 16:10:53,352; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:10:53,352; WARNING; Unknown indicator type: urls
2025-09-15 16:10:53,352; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:11:56,360; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:11:56,360; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:11:56,360; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'score': 80, 'risk': 'suspicious', 'source': 'anomali'}]}
2025-09-15 16:11:56,360; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:11:56,360; WARNING; Unknown indicator type: urls
2025-09-15 16:11:56,360; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:12:42,105; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:12:42,106; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:12:42,107; INFO; Indicator enriched: {'type': 'ipv4', 'value': {'1.2.3.4': {'score': 80, 'risk': 'suspicious', 'source': 'anomali'}}}
2025-09-15 16:12:42,107; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:12:42,107; WARNING; Unknown indicator type: urls
2025-09-15 16:12:42,107; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:13:03,658; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:13:03,659; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:13:21,861; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:13:21,862; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:13:21,863; INFO; Indicator enriched: {'type': 'ipv4', 'value': {'1.2.3.4': {'score': 80, 'risk': 'suspicious', 'source': 'anomali'}}}
2025-09-15 16:13:21,863; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:13:21,863; WARNING; Unknown indicator type: urls
2025-09-15 16:13:21,864; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:14:12,413; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:14:12,414; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:14:28,913; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:14:28,916; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:14:34,252; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:14:34,268; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:14:51,370; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:14:51,372; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:14:52,904; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:14:52,906; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:15:49,676; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:15:49,677; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:15:49,678; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'score': 80, 'risk': 'suspicious', 'source': 'anomali'}]}
2025-09-15 16:15:49,678; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:15:49,678; WARNING; Unknown indicator type: urls
2025-09-15 16:15:49,678; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:16:22,885; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:16:22,885; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:16:22,890; INFO; Indicator enriched: {'type': 'ipv4', 'value': ['1.2.3.4']}
2025-09-15 16:16:22,890; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:16:22,890; WARNING; Unknown indicator type: urls
2025-09-15 16:16:22,890; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:16:48,485; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:16:48,485; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:16:48,485; INFO; Indicator enriched: {'type': 'ipv4', 'value': ['1.2.3.4']}
2025-09-15 16:16:48,485; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:16:48,495; WARNING; Unknown indicator type: urls
2025-09-15 16:16:48,495; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:16:56,352; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:16:56,352; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:16:56,352; INFO; Indicator enriched: {'type': 'ipv4', 'value': ['1.2.3.4']}
2025-09-15 16:16:56,352; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:16:56,352; WARNING; Unknown indicator type: urls
2025-09-15 16:16:56,352; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:17:22,402; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:17:22,402; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:18:17,935; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:18:17,935; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:18:17,935; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'score': 80, 'risk': 'suspicious', 'source': 'anomali'}]}
2025-09-15 16:18:17,935; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:18:17,935; WARNING; Unknown indicator type: urls
2025-09-15 16:18:17,935; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:20:01,908; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:20:01,909; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:20:01,910; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': []}]}
2025-09-15 16:20:01,911; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:20:01,911; WARNING; Unknown indicator type: urls
2025-09-15 16:20:01,911; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:20:35,005; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:20:35,005; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:20:35,005; INFO; Indicator enriched: {'type': 'ipv4', 'value': ['1.2.3.4']}
2025-09-15 16:20:35,005; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:20:35,005; WARNING; Unknown indicator type: urls
2025-09-15 16:20:35,005; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:21:05,722; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:21:05,725; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:21:05,725; INFO; Indicator enriched: {'type': 'ipv4', 'value': {'1.2.3.4': []}}
2025-09-15 16:21:05,725; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:21:05,725; WARNING; Unknown indicator type: urls
2025-09-15 16:21:05,725; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:21:28,323; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:21:28,327; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:21:28,327; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': []}]}
2025-09-15 16:21:28,327; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:21:28,327; WARNING; Unknown indicator type: urls
2025-09-15 16:21:28,327; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:22:58,507; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:22:58,507; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:23:09,885; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:23:09,885; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:23:31,702; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:23:31,702; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:23:31,702; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': []}]}
2025-09-15 16:23:31,702; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:23:31,702; WARNING; Unknown indicator type: urls
2025-09-15 16:23:31,702; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:24:11,417; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:24:11,418; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:24:11,418; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': {'score': 80, 'risk': 'unknown', 'source': 'anomali'}}]}
2025-09-15 16:24:11,418; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:24:11,418; WARNING; Unknown indicator type: urls
2025-09-15 16:24:11,418; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:24:41,237; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:24:41,239; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:24:57,093; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:24:57,093; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:24:57,093; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'score': 80, 'risk': 80, 'source': 'anomali'}]}]}
2025-09-15 16:24:57,093; INFO; Indicator enriched: {'type': 'domains', 'value': ['bad.example.net']}
2025-09-15 16:24:57,093; WARNING; Unknown indicator type: urls
2025-09-15 16:24:57,093; INFO; Indicator enriched: {'type': 'sha256', 'value': ['7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0']}
2025-09-15 16:26:47,528; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:26:47,529; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:26:47,530; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}]}]}
2025-09-15 16:26:47,530; INFO; Indicator enriched: {'type': 'domains', 'value': [{'bad.example.net': [{'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:26:47,530; WARNING; Unknown indicator type: urls
2025-09-15 16:26:47,531; INFO; Indicator enriched: {'type': 'sha256', 'value': [{'7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0': [{'source': 'reversinglabs', 'risk': 'malicious', 'score': 95}]}]}
2025-09-15 16:27:37,219; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:27:37,234; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:27:37,234; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}]}]}
2025-09-15 16:27:37,234; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}, {'source': 'defender_ti', 'risk': 'suspicious', 'score': 80}]}]}
2025-09-15 16:27:37,234; INFO; Indicator enriched: {'type': 'domains', 'value': [{'bad.example.net': [{'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:27:37,234; WARNING; Unknown indicator type: urls
2025-09-15 16:27:37,234; INFO; Indicator enriched: {'type': 'sha256', 'value': [{'7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0': [{'source': 'reversinglabs', 'risk': 'malicious', 'score': 95}]}]}
2025-09-15 16:30:28,895; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:30:28,897; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:30:28,898; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}]}]}
2025-09-15 16:30:28,898; INFO; Indicator enriched: {'type': 'domains', 'value': [{'bad.example.net': [{'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:30:28,898; WARNING; Unknown indicator type: urls
2025-09-15 16:30:28,899; INFO; Indicator enriched: {'type': 'sha256', 'value': [{'7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0': [{'source': 'reversinglabs', 'risk': 'malicious', 'score': 95}]}]}
2025-09-15 16:32:21,551; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:32:21,566; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:32:21,566; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}]}]}
2025-09-15 16:32:33,505; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:32:33,507; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:32:33,508; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}]}]}
2025-09-15 16:32:33,508; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}, {'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:32:33,509; INFO; Indicator enriched: {'type': 'domains', 'value': [{'bad.example.net': [{'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:32:33,509; WARNING; Unknown indicator type: urls
2025-09-15 16:32:33,509; INFO; Indicator enriched: {'type': 'sha256', 'value': [{'7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0': [{'source': 'reversinglabs', 'risk': 'malicious', 'score': 95}]}]}
2025-09-15 16:34:21,996; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:34:21,997; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:34:21,997; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}]}]}
2025-09-15 16:34:21,997; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}, {'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:34:21,997; INFO; Indicator enriched: {'type': 'domains', 'value': [{'bad.example.net': [{'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:34:21,997; WARNING; Unknown indicator type: urls
2025-09-15 16:34:21,997; INFO; Indicator enriched: {'type': 'sha256', 'value': [{'7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0': [{'source': 'reversinglabs', 'risk': 'malicious', 'score': 95}]}]}
2025-09-15 16:34:39,251; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:34:39,252; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:34:39,252; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}]}]}
2025-09-15 16:34:39,252; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}, {'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:34:39,252; INFO; Indicator enriched: {'type': 'domains', 'value': [{'bad.example.net': [{'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:34:39,252; WARNING; Unknown indicator type: urls
2025-09-15 16:34:39,252; INFO; Indicator enriched: {'type': 'sha256', 'value': [{'7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0': [{'source': 'reversinglabs', 'risk': 'malicious', 'score': 95}]}]}
2025-09-15 16:35:43,251; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:35:43,251; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:35:43,251; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}]}]}
2025-09-15 16:35:43,251; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}, {'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:35:43,251; INFO; Indicator enriched: {'type': 'domains', 'value': [{'bad.example.net': [{'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:35:43,251; WARNING; Unknown indicator type: urls
2025-09-15 16:35:43,251; INFO; Indicator enriched: {'type': 'sha256', 'value': [{'7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0': [{'source': 'reversinglabs', 'risk': 'malicious', 'score': 95}]}]}
2025-09-15 16:36:20,021; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:36:20,021; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:36:20,021; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}]}]}
2025-09-15 16:36:20,021; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}, {'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:36:20,021; INFO; Indicator enriched: {'type': 'domains', 'value': [{'bad.example.net': [{'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:36:20,021; WARNING; Unknown indicator type: urls
2025-09-15 16:36:20,021; INFO; Indicator enriched: {'type': 'sha256', 'value': [{'7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0': [{'source': 'reversinglabs', 'risk': 'malicious', 'score': 95}]}]}
2025-09-15 16:37:08,295; INFO; Alert file path: alerts/sentinel.json
2025-09-15 16:37:08,295; INFO; Enrichment source file loaded: sources/ioc_list.json
2025-09-15 16:37:08,295; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}]}]}
2025-09-15 16:37:08,295; INFO; Indicator enriched: {'type': 'ipv4', 'value': [{'1.2.3.4': [{'source': 'anomali', 'risk': 'suspicious', 'score': 80}, {'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:37:08,295; INFO; Indicator enriched: {'type': 'domains', 'value': [{'bad.example.net': [{'source': 'defender_ti', 'risk': 'malicious', 'score': 92}]}]}
2025-09-15 16:37:08,295; WARNING; Unknown indicator type: urls
2025-09-15 16:37:08,295; INFO; Indicator enriched: {'type': 'sha256', 'value': [{'7b1f4c2d16e0a0b43cbae2f9a9c2dd7e2bb3a0aaad6c0ad66b341f8b7deadbe0': [{'source': 'reversinglabs', 'risk': 'malicious', 'score': 95}]}]}
